latitude,longitude,elevation_m,slope_percent,water_distance_km,nearest_water_name,nearest_water_type,urban_distance_km,soil_type,soil_ph,soil_organic_matter,soil_productivity,annual_precipitation_mm,sunshine_hours,average_temperature,climate_type,landcover_type,region_name,data_source,suitability_score,suitability_reasons,detailed_reasons,suitability_category
37.317763,41.5444732,956,9.7,0.8,Unnamed,lake,742.3,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 9.7% - GOOD | ⛰️ Elevation: 956m - GOOD | 🏙️ Urban: 742.3km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2751776,41.4786503,961,5.8,1.2,Unnamed,lake,620.4,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.2km (Unnamed) - EXCELLENT | 📐 Slope: 5.8% - GOOD | ⛰️ Elevation: 961m - GOOD | 🏙️ Urban: 620.4km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2806977,41.4766645,1099,14.6,1.7,Unnamed,lake,657.5,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.7km (Unnamed) - EXCELLENT | 📐 Slope: 14.6% - MEDIUM | ⛰️ Elevation: 1099m - GOOD | 🏙️ Urban: 657.5km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.3192494,41.5411063,963,8.7,0.4,Unnamed,lake,825.7,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Unnamed) - EXCELLENT | 📐 Slope: 8.7% - GOOD | ⛰️ Elevation: 963m - GOOD | 🏙️ Urban: 825.7km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2753209,41.4880294,951,7.2,0.7,Unnamed,lake,700.7,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.7km (Unnamed) - EXCELLENT | 📐 Slope: 7.2% - GOOD | ⛰️ Elevation: 951m - GOOD | 🏙️ Urban: 700.7km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.318263,41.541903,1117,13.1,0.5,Unnamed,lake,610.1,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.5km (Unnamed) - EXCELLENT | 📐 Slope: 13.1% - MEDIUM | ⛰️ Elevation: 1117m - GOOD | 🏙️ Urban: 610.1km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.2777704,41.4870091,964,7.4,0.9,Unnamed,lake,664.8,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.9km (Unnamed) - EXCELLENT | 📐 Slope: 7.4% - GOOD | ⛰️ Elevation: 964m - GOOD | 🏙️ Urban: 664.8km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3202638,41.5445481,862,8.5,0.7,Unnamed,lake,613.9,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.7km (Unnamed) - EXCELLENT | 📐 Slope: 8.5% - GOOD | ⛰️ Elevation: 862m - GOOD | 🏙️ Urban: 613.9km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3196664,41.5412801,873,9.9,0.4,Unnamed,lake,756.7,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Unnamed) - EXCELLENT | 📐 Slope: 9.9% - GOOD | ⛰️ Elevation: 873m - GOOD | 🏙️ Urban: 756.7km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3185577,41.5413677,833,8.9,0.5,Unnamed,lake,731.2,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.5km (Unnamed) - EXCELLENT | 📐 Slope: 8.9% - GOOD | ⛰️ Elevation: 833m - GOOD | 🏙️ Urban: 731.2km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2752702,41.4785083,986,9.3,1.2,Unnamed,lake,565.0,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.2km (Unnamed) - EXCELLENT | 📐 Slope: 9.3% - GOOD | ⛰️ Elevation: 986m - GOOD | 🏙️ Urban: 565.0km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3201461,41.5415418,921,6.3,0.4,Unnamed,lake,718.3,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Unnamed) - EXCELLENT | 📐 Slope: 6.3% - GOOD | ⛰️ Elevation: 921m - GOOD | 🏙️ Urban: 718.3km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2758318,41.4780946,807,8.1,1.3,Unnamed,lake,677.8,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.3km (Unnamed) - EXCELLENT | 📐 Slope: 8.1% - GOOD | ⛰️ Elevation: 807m - GOOD | 🏙️ Urban: 677.8km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3160678,41.5419505,845,7.9,0.8,Unnamed,lake,578.4,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 7.9% - GOOD | ⛰️ Elevation: 845m - GOOD | 🏙️ Urban: 578.4km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2774287,41.4868304,1159,10.3,0.9,Unnamed,lake,709.5,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.9km (Unnamed) - EXCELLENT | 📐 Slope: 10.3% - MEDIUM | ⛰️ Elevation: 1159m - GOOD | 🏙️ Urban: 709.5km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.2800771,41.4768731,836,6.7,1.7,Unnamed,lake,795.8,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.7km (Unnamed) - EXCELLENT | 📐 Slope: 6.7% - GOOD | ⛰️ Elevation: 836m - GOOD | 🏙️ Urban: 795.8km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3204836,41.5445443,900,8.2,0.7,Unnamed,lake,672.0,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.7km (Unnamed) - EXCELLENT | 📐 Slope: 8.2% - GOOD | ⛰️ Elevation: 900m - GOOD | 🏙️ Urban: 672.0km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2789068,41.4775778,829,9.9,1.5,Unnamed,lake,614.1,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.5km (Unnamed) - EXCELLENT | 📐 Slope: 9.9% - GOOD | ⛰️ Elevation: 829m - GOOD | 🏙️ Urban: 614.1km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3169897,41.5447377,1125,14.8,0.9,Unnamed,lake,732.7,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.9km (Unnamed) - EXCELLENT | 📐 Slope: 14.8% - MEDIUM | ⛰️ Elevation: 1125m - GOOD | 🏙️ Urban: 732.7km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.3200019,41.5414772,936,8.0,0.4,Unnamed,lake,606.6,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Unnamed) - EXCELLENT | 📐 Slope: 8.0% - GOOD | ⛰️ Elevation: 936m - GOOD | 🏙️ Urban: 606.6km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3210266,41.5442909,1185,9.8,0.6,Unnamed,lake,762.2,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.6km (Unnamed) - EXCELLENT | 📐 Slope: 9.8% - GOOD | ⛰️ Elevation: 1185m - GOOD | 🏙️ Urban: 762.2km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2784658,41.4777342,1113,14.9,1.5,Unnamed,lake,760.8,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.5km (Unnamed) - EXCELLENT | 📐 Slope: 14.9% - MEDIUM | ⛰️ Elevation: 1113m - GOOD | 🏙️ Urban: 760.8km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.3184569,41.5416243,1168,13.9,0.5,Unnamed,lake,705.8,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.5km (Unnamed) - EXCELLENT | 📐 Slope: 13.9% - MEDIUM | ⛰️ Elevation: 1168m - GOOD | 🏙️ Urban: 705.8km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.318064,41.5429926,977,5.3,0.6,Unnamed,lake,596.7,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.6km (Unnamed) - EXCELLENT | 📐 Slope: 5.3% - GOOD | ⛰️ Elevation: 977m - GOOD | 🏙️ Urban: 596.7km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2757065,41.4865464,1031,10.5,0.7,Unnamed,lake,599.8,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.7km (Unnamed) - EXCELLENT | 📐 Slope: 10.5% - MEDIUM | ⛰️ Elevation: 1031m - GOOD | 🏙️ Urban: 599.8km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.3206437,41.5420359,834,6.5,0.4,Unnamed,lake,735.3,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Unnamed) - EXCELLENT | 📐 Slope: 6.5% - GOOD | ⛰️ Elevation: 834m - GOOD | 🏙️ Urban: 735.3km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2755058,41.4783342,830,5.5,1.2,Unnamed,lake,557.4,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.2km (Unnamed) - EXCELLENT | 📐 Slope: 5.5% - GOOD | ⛰️ Elevation: 830m - GOOD | 🏙️ Urban: 557.4km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2759877,41.4780352,1148,15.0,1.3,Unnamed,lake,779.1,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.3km (Unnamed) - EXCELLENT | 📐 Slope: 15.0% - MEDIUM | ⛰️ Elevation: 1148m - GOOD | 🏙️ Urban: 779.1km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.319611,41.5452829,908,6.4,0.8,Unnamed,lake,779.0,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 6.4% - GOOD | ⛰️ Elevation: 908m - GOOD | 🏙️ Urban: 779.0km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2774546,41.4778312,1136,9.7,1.4,Unnamed,lake,634.9,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.4km (Unnamed) - EXCELLENT | 📐 Slope: 9.7% - GOOD | ⛰️ Elevation: 1136m - GOOD | 🏙️ Urban: 634.9km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3157214,41.5419189,1106,9.8,0.8,Unnamed,lake,678.0,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 9.8% - GOOD | ⛰️ Elevation: 1106m - GOOD | 🏙️ Urban: 678.0km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3206921,41.5445,1150,8.5,0.6,Unnamed,lake,596.1,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.6km (Unnamed) - EXCELLENT | 📐 Slope: 8.5% - GOOD | ⛰️ Elevation: 1150m - GOOD | 🏙️ Urban: 596.1km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3165652,41.5429339,891,8.8,0.8,Unnamed,lake,780.0,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 8.8% - GOOD | ⛰️ Elevation: 891m - GOOD | 🏙️ Urban: 780.0km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2766727,41.4866227,808,8.0,0.8,Unnamed,lake,726.9,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 8.0% - GOOD | ⛰️ Elevation: 808m - GOOD | 🏙️ Urban: 726.9km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.3215031,41.5435739,975,8.5,0.5,Unnamed,lake,827.7,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.5km (Unnamed) - EXCELLENT | 📐 Slope: 8.5% - GOOD | ⛰️ Elevation: 975m - GOOD | 🏙️ Urban: 827.7km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2754065,41.4784291,804,8.0,1.2,Unnamed,lake,599.2,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.2km (Unnamed) - EXCELLENT | 📐 Slope: 8.0% - GOOD | ⛰️ Elevation: 804m - GOOD | 🏙️ Urban: 599.2km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.2764669,41.4780331,1174,13.4,1.3,Unnamed,lake,585.8,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.3km (Unnamed) - EXCELLENT | 📐 Slope: 13.4% - MEDIUM | ⛰️ Elevation: 1174m - GOOD | 🏙️ Urban: 585.8km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.5086899,41.4430533,933,9.5,0.3,Unnamed,lake,684.2,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.3km (Unnamed) - EXCELLENT | 📐 Slope: 9.5% - GOOD | ⛰️ Elevation: 933m - GOOD | 🏙️ Urban: 684.2km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.5181549,41.9443509,1107,8.4,4.0,Unnamed,lake,857.4,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,orchard,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 4.0km (Unnamed) - EXCELLENT | 📐 Slope: 8.4% - GOOD | ⛰️ Elevation: 1107m - GOOD | 🏙️ Urban: 857.4km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
37.5122473,41.9382306,1134,13.9,3.1,Unnamed,lake,776.5,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,orchard,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 3.1km (Unnamed) - EXCELLENT | 📐 Slope: 13.9% - MEDIUM | ⛰️ Elevation: 1134m - GOOD | 🏙️ Urban: 776.5km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,MODERATELY PRODUCTIVE
37.5129736,41.9372374,906,5.9,3.1,Unnamed,lake,690.8,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,orchard,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 3.1km (Unnamed) - EXCELLENT | 📐 Slope: 5.9% - GOOD | ⛰️ Elevation: 906m - GOOD | 🏙️ Urban: 690.8km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
37.5734122,41.5183406,831,5.5,5.0,Gölet,lake,802.8,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,orchard,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 5.0km (Gölet) - EXCELLENT | 📐 Slope: 5.5% - GOOD | ⛰️ Elevation: 831m - GOOD | 🏙️ Urban: 802.8km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
